Customer_Name,Age,Annual_Income,Credit_Score,Employment_Status,Debt_to_Income_Ratio,Loan_Amount,Loan_Term_Months,Past_Loans,Defaults,Marital_Status,Education_Level,Risk_Flag
Radhika Chatterjee,38,688007,673,Government,0.37,205800,72,5,0,Single,Graduate,0
Rajesh Saxena,45,569612,784,Unemployed,0.58,103388,72,1,0,Single,Graduate,1
Nitin Kulkarni,29,388959,621,Salaried,0.48,81905,48,7,3,Married,Graduate,1
Divya Sawant,23,578265,683,Business,0.32,186853,60,1,0,Single,Undergraduate,0
Ankita Dubey,44,202230,783,Business,0.55,33881,12,5,0,Married,Graduate,1
Sanjay Patel,31,361557,603,Salaried,0.32,125141,48,5,3,Married,Graduate,1
Suresh Kapoor,39,486873,699,Government,0.35,237034,12,6,0,Single,Graduate,0
Rajesh Kadam,24,548067,665,Government,0.18,57570,60,0,0,Married,Undergraduate,0
Vivek Kapoor,44,1084317,697,Government,0.55,142872,60,4,0,Single,Undergraduate,1
Ankita Singh,38,381665,693,Self-employed,0.46,86157,72,2,1,Married,Undergraduate,1
Radhika Nair,48,407298,784,Government,0.28,121246,12,2,0,Married,Undergraduate,0
Riya Gupta,35,744903,643,Self-employed,0.14,288747,60,2,2,Single,Postgraduate,1
Preeti Gupta,31,317630,517,Business,0.47,114492,36,7,2,Married,Undergraduate,1
Ankita Patel,42,602794,641,Salaried,0.12,238536,24,1,2,Married,Graduate,1
Aditya Iyer,41,278851,720,Government,0.43,138504,12,6,0,Single,Graduate,0
Divya Patil,32,328703,653,Salaried,0.28,41877,60,0,0,Married,Undergraduate,0
Ankita Gupta,39,917105,638,Salaried,0.55,177097,60,0,3,Married,Undergraduate,1
Komal Iyer,43,526017,555,Business,0.21,132895,12,5,3,Single,Postgraduate,1
Ankit Nair,21,850678,649,Salaried,0.34,91192,24,7,2,Single,Undergraduate,1
Karan More,32,546255,645,Self-employed,0.56,219367,12,0,1,Married,Undergraduate,1
Asha Chavan,42,689920,637,Business,0.24,309844,36,5,2,Single,Postgraduate,1
Asha Choudhary,21,576166,739,Self-employed,0.4,72479,60,3,0,Married,Graduate,0
Karan More,26,548069,751,Salaried,0.4,250424,24,6,0,Single,Postgraduate,0
Suresh Kadam,40,1364697,639,Business,0.31,282643,60,5,2,Single,Postgraduate,1
Ankita Pawar,42,1121684,748,Self-employed,0.23,210977,24,3,0,Married,Graduate,0
Isha Malhotra,37,609848,732,Salaried,0.32,138300,60,3,0,Single,Graduate,0
Varun Dubey,61,252657,671,Self-employed,0.27,41923,12,5,1,Married,Graduate,0
Vivek Jadhav,34,607598,726,Salaried,0.44,92766,72,3,0,Married,Graduate,0
Pooja Thakur,46,389144,487,Salaried,0.43,186871,24,1,3,Single,Postgraduate,1
Rajesh Kulkarni,35,1032532,630,Salaried,0.23,252703,72,3,2,Single,Graduate,1
Vikram Patil,36,396290,514,Salaried,0.2,136447,48,4,1,Single,Undergraduate,1
Meena Bhosale,32,443935,766,Salaried,0.39,135429,24,2,0,Single,Undergraduate,0
Rajesh Iyer,29,330913,748,Salaried,0.51,103456,72,2,0,Married,Undergraduate,1
Ajay Chatterjee,45,447152,832,Self-employed,0.6,68233,36,5,0,Single,Graduate,1
Amit Jadhav,34,367770,590,Salaried,0.46,166564,60,4,1,Married,Graduate,1
Ankit Yadav,43,247033,764,Salaried,0.58,95986,24,0,0,Married,Postgraduate,1
Pooja Deshmukh,25,347482,691,Salaried,0.23,43021,48,6,1,Single,Undergraduate,0
Shruti Shinde,27,525133,613,Business,0.28,77934,72,3,1,Single,Graduate,1
Sunil Reddy,21,571467,666,Business,0.43,212281,36,1,0,Single,Graduate,0
Priya Chavan,34,446602,736,Business,0.41,200738,36,3,0,Married,Undergraduate,0
Komal Pawar,37,860904,740,Salaried,0.36,371572,48,5,0,Married,Undergraduate,0
Preeti Thakur,21,320364,850,Salaried,0.12,47798,24,0,0,Single,Undergraduate,0
Meena Deshmukh,30,405420,561,Government,0.51,51469,12,4,2,Married,Graduate,1
Sunil Tripathi,32,760554,686,Self-employed,0.53,255633,60,3,1,Single,Postgraduate,1
Tanvi Patil,26,278037,507,Government,0.39,112254,36,6,3,Single,Graduate,1
Ankita Pandey,21,794622,806,Business,0.44,198513,48,7,0,Single,Graduate,0
Vivek Verma,42,553706,597,Self-employed,0.12,224119,72,6,3,Single,Undergraduate,1
Mahesh Tripathi,35,408124,566,Business,0.14,107684,60,0,1,Single,Undergraduate,1
Rohit Saxena,47,716709,809,Salaried,0.28,134137,60,3,0,Single,Postgraduate,0
Divya Bhosale,25,474933,590,Salaried,0.15,87171,48,2,3,Single,Postgraduate,1
Vikram Kulkarni,35,388715,807,Self-employed,0.24,178821,48,4,0,Married,Undergraduate,0
Ankit Choudhary,21,213932,470,Business,0.6,68062,12,4,1,Married,Graduate,1
Anjali Kadam,22,258426,706,Business,0.12,126188,12,5,1,Single,Graduate,0
Ajay Mane,34,539620,578,Business,0.22,234961,72,2,2,Married,Undergraduate,1
Anjali Patil,36,580365,747,Business,0.19,175838,60,6,0,Single,Postgraduate,0
Ankita Shinde,21,643035,594,Business,0.32,225379,72,2,3,Married,Graduate,1
Shruti Tripathi,37,631066,748,Salaried,0.25,145352,36,7,0,Single,Undergraduate,0
Ankita Kadam,22,567133,642,Salaried,0.34,179900,60,2,3,Single,Graduate,1
Mahesh Shinde,33,505317,821,Business,0.53,76940,60,2,0,Married,Undergraduate,1
Suresh Pawar,28,459473,651,Government,0.12,224150,72,2,0,Single,Graduate,0
Ankit Choudhary,54,280777,682,Business,0.48,83326,12,6,1,Single,Postgraduate,1
Suresh Jadhav,65,237463,534,Salaried,0.4,111012,72,2,2,Single,Undergraduate,1
Arjun Pawar,54,578501,704,Salaried,0.33,160465,72,6,0,Single,Undergraduate,0
Preeti Gupta,47,535480,693,Business,0.13,54226,48,0,0,Married,Undergraduate,0
Suresh Kadam,34,265238,616,Business,0.26,53689,12,4,1,Married,Undergraduate,1
Harsh Iyer,43,656427,686,Salaried,0.42,234861,48,3,1,Single,Graduate,0
Shruti Malhotra,45,811901,610,Salaried,0.36,338853,12,2,3,Married,Postgraduate,1
Varun Pandey,33,370187,630,Self-employed,0.1,175778,12,3,1,Single,Postgraduate,1
Ankita Pandey,36,592586,715,Salaried,0.41,80260,48,0,1,Single,Postgraduate,0
Divya Chavan,33,304841,625,Salaried,0.27,44018,24,3,1,Single,Postgraduate,1
Nisha More,33,449142,728,Government,0.25,58722,60,6,0,Married,Graduate,0
Mahesh Patil,30,605708,586,Business,0.46,222138,24,6,2,Married,Undergraduate,1
Harsh More,34,684510,629,Business,0.56,179369,12,2,2,Single,Postgraduate,1
Asha Menon,32,200000,730,Self-employed,0.59,68279,60,4,0,Married,Graduate,1
Vikram Saxena,22,927844,641,Government,0.19,359926,24,7,2,Married,Postgraduate,1
Nisha Mishra,48,403051,844,Self-employed,0.36,114977,12,5,0,Single,Undergraduate,0
Mahesh Tripathi,43,561394,720,Salaried,0.38,172947,36,4,0,Married,Graduate,0
Divya Deshmukh,27,690352,533,Unemployed,0.17,242881,60,2,1,Married,Undergraduate,1
Kavita Kulkarni,34,293252,769,Salaried,0.1,89281,36,1,0,Married,Undergraduate,0
Deepak Mehta,41,982681,695,Government,0.33,232058,48,3,0,Single,Undergraduate,0
Kavita Saxena,44,406474,691,Salaried,0.38,181539,12,3,1,Single,Graduate,0
Sanjay Jadhav,21,244131,694,Unemployed,0.16,28542,24,4,0,Married,Postgraduate,1
Ankita Kadam,39,290337,712,Self-employed,0.23,130711,36,4,0,Married,Postgraduate,0
Arjun Dubey,28,363349,711,Self-employed,0.23,105430,36,2,1,Married,Undergraduate,0
Komal Mishra,36,200000,677,Business,0.53,58077,12,7,1,Single,Postgraduate,1
Meena Reddy,47,606468,697,Government,0.31,235225,72,0,0,Single,Undergraduate,0
Mahesh Deshmukh,21,538332,730,Business,0.42,225289,24,6,0,Married,Postgraduate,0
Karan Pandey,21,665933,710,Salaried,0.47,150667,36,3,1,Married,Undergraduate,1
Sakshi Sawant,25,959339,619,Business,0.2,437541,36,3,3,Single,Postgraduate,1
Shruti Patel,29,407829,683,Salaried,0.23,177076,72,5,0,Single,Postgraduate,0
Suresh Thakur,24,206352,589,Self-employed,0.11,30900,48,1,3,Single,Graduate,1
Sneha Patel,21,402112,850,Salaried,0.1,114858,24,3,0,Married,Postgraduate,0
Divya Singh,42,418924,640,Government,0.48,118122,24,7,3,Single,Postgraduate,1
Varun Choudhary,30,373982,698,Salaried,0.14,94629,48,0,1,Married,Postgraduate,0
Ajay Mane,45,388295,576,Self-employed,0.27,91917,48,6,2,Single,Undergraduate,1
Mahesh Pawar,41,239607,821,Salaried,0.43,76519,36,3,0,Single,Postgraduate,0
Amit Pandey,53,482468,699,Business,0.49,136634,24,5,0,Married,Graduate,1
Sneha Dubey,31,404411,620,Salaried,0.34,161350,24,6,2,Single,Undergraduate,1
Neha Choudhary,27,477256,682,Salaried,0.22,149044,48,3,1,Married,Graduate,0
Isha Kadam,43,1191578,626,Unemployed,0.46,414542,60,0,2,Married,Graduate,1
Vivek Chatterjee,41,351440,749,Self-employed,0.24,173140,36,7,0,Single,Postgraduate,0
Harsh Joshi,22,973889,586,Business,0.27,454800,60,7,2,Single,Undergraduate,1
Rajesh Saxena,43,724811,673,Self-employed,0.45,90515,48,0,1,Married,Undergraduate,0
Pooja Joshi,24,409253,683,Government,0.22,122874,60,4,1,Single,Undergraduate,0
Mahesh Bhosale,40,402310,651,Government,0.5,114202,24,1,1,Married,Postgraduate,1
Isha Sharma,29,424421,663,Salaried,0.2,50926,24,0,0,Single,Undergraduate,0
Anjali Kulkarni,22,356959,727,Salaried,0.58,63813,60,2,0,Married,Graduate,1
Vivek Menon,21,431713,682,Business,0.21,122427,12,1,0,Married,Postgraduate,0
Ankit Kapoor,41,343578,634,Salaried,0.11,36307,48,3,3,Single,Postgraduate,1
Anjali Pawar,26,854677,613,Government,0.58,416074,72,7,1,Married,Undergraduate,1
Rohit Pawar,50,542437,722,Salaried,0.25,104590,72,2,0,Single,Graduate,0
Ankit Mehta,25,560286,798,Business,0.35,58741,12,1,0,Married,Graduate,0
Sakshi Choudhary,38,336188,781,Salaried,0.38,141838,12,4,0,Married,Graduate,0
Divya Tripathi,28,257275,717,Government,0.15,69845,72,0,0,Married,Graduate,0
Priya More,42,1264087,660,Self-employed,0.16,272478,48,7,0,Married,Graduate,0
Rahul Mishra,21,200000,699,Salaried,0.58,66169,60,5,0,Single,Postgraduate,1
Vivek Sawant,36,314168,743,Salaried,0.38,76478,36,3,0,Single,Undergraduate,0
Kavita Thakur,26,642449,593,Salaried,0.32,249054,72,7,3,Single,Graduate,1
Sakshi More,42,200000,619,Unemployed,0.52,31505,12,6,3,Single,Graduate,1
Priya Shinde,49,338622,566,Government,0.23,73913,60,7,3,Single,Graduate,1
Shruti Menon,37,463281,654,Business,0.28,101040,36,2,0,Single,Graduate,0
Deepak Choudhary,25,423109,751,Salaried,0.28,181900,36,1,0,Single,Graduate,0
Riya More,42,467304,764,Salaried,0.24,126214,48,4,0,Single,Graduate,0
Pooja Sawant,44,200000,850,Self-employed,0.13,48974,72,0,0,Single,Undergraduate,0
Vivek Bhosale,43,256883,593,Self-employed,0.22,25839,60,6,2,Married,Graduate,1
Sunil Saxena,43,863643,798,Business,0.4,395908,60,4,0,Single,Graduate,0
Priya Sharma,30,681327,726,Salaried,0.19,169225,12,2,0,Single,Postgraduate,0
Komal Shinde,42,303894,586,Business,0.29,80771,72,1,2,Married,Postgraduate,1
Nisha Nair,36,200000,690,Salaried,0.41,58549,60,0,1,Single,Undergraduate,0
Deepak Patel,36,565653,693,Government,0.49,216869,36,2,1,Married,Undergraduate,1
Priya Reddy,24,431790,715,Business,0.18,74301,72,6,0,Married,Undergraduate,0
Sakshi Mehta,32,493950,663,Salaried,0.13,77485,72,5,1,Married,Undergraduate,0
Amit Sharma,34,276223,716,Unemployed,0.16,112115,12,7,0,Single,Graduate,1
Suresh Patel,51,200000,665,Business,0.35,50978,36,3,1,Single,Graduate,0
Mahesh Sharma,21,502840,654,Government,0.41,219897,36,6,1,Single,Graduate,0
Karan Gupta,35,1908213,704,Self-employed,0.37,518725,72,4,0,Single,Postgraduate,0
Komal Sawant,53,263425,676,Salaried,0.58,101619,36,2,1,Married,Graduate,1
Vikram Pawar,39,380226,726,Salaried,0.41,86166,60,5,0,Married,Postgraduate,0
Nisha Mane,45,751606,729,Self-employed,0.23,263024,72,2,0,Single,Undergraduate,0
Komal Gupta,21,622208,648,Business,0.11,159455,60,4,3,Married,Undergraduate,1
Nisha Mehta,30,620421,669,Business,0.32,279930,72,4,1,Married,Postgraduate,0
Komal Mehta,27,233507,660,Government,0.44,30086,72,5,0,Married,Graduate,0
Komal Chatterjee,28,480398,676,Salaried,0.49,188986,48,6,1,Single,Postgraduate,1
Deepak Menon,41,615820,713,Salaried,0.56,64410,48,5,0,Single,Postgraduate,1
Sunil Nair,33,537178,683,Salaried,0.38,94503,60,3,0,Single,Postgraduate,0
Arjun Mehta,35,214927,693,Salaried,0.36,85124,24,1,1,Single,Postgraduate,0
Rohit Bhosale,27,1127906,719,Salaried,0.17,381394,24,2,0,Single,Graduate,0
Karan Kadam,52,323210,609,Salaried,0.38,115273,48,5,3,Married,Graduate,1
Amit Thakur,34,732213,519,Self-employed,0.33,270056,72,5,1,Single,Graduate,1
Pooja Reddy,21,481528,669,Business,0.41,89195,12,2,1,Married,Postgraduate,0
Divya Singh,24,214859,794,Government,0.13,75414,12,4,0,Single,Graduate,0
Riya Patil,21,572133,725,Salaried,0.3,249404,36,1,0,Married,Postgraduate,0
Kavita Dubey,34,291939,735,Business,0.43,87352,24,2,0,Single,Graduate,0
Harsh Malhotra,26,412312,705,Unemployed,0.32,83899,24,4,0,Married,Undergraduate,1
Divya Choudhary,36,1061073,790,Salaried,0.42,208828,60,3,0,Single,Postgraduate,0
Nitin Pandey,40,251642,602,Business,0.21,85265,48,7,2,Single,Graduate,1
Nisha Shinde,21,211277,589,Salaried,0.54,53519,24,3,3,Single,Graduate,1
Asha Malhotra,44,312898,706,Government,0.23,154904,72,7,0,Single,Graduate,0
Amit Verma,21,363376,797,Salaried,0.2,152577,72,6,0,Married,Postgraduate,0
Aditya Reddy,27,221788,704,Government,0.49,62486,72,4,1,Married,Postgraduate,1
Meena Yadav,42,670215,598,Business,0.31,185661,36,3,3,Single,Undergraduate,1
Harsh Pandey,29,679963,649,Business,0.25,204704,72,4,3,Single,Graduate,1
Sneha Mane,34,657752,678,Salaried,0.15,266900,60,5,1,Married,Graduate,0
Aditya More,22,664375,657,Unemployed,0.14,115773,60,4,1,Married,Graduate,1
Vikram Mane,32,473477,693,Salaried,0.44,68262,48,4,0,Married,Graduate,0
Neha More,24,292814,850,Salaried,0.28,70719,48,3,0,Married,Postgraduate,0
Amit Saxena,47,467587,690,Business,0.21,198130,36,4,1,Married,Undergraduate,0
Riya Pandey,21,913021,607,Government,0.26,421289,72,5,3,Single,Graduate,1
Sunil Patel,27,348938,762,Government,0.36,145784,24,6,0,Married,Graduate,0
Swati Kulkarni,36,480377,648,Business,0.41,78852,36,4,3,Married,Graduate,1
Shruti Singh,50,584058,606,Salaried,0.21,85868,12,0,3,Married,Undergraduate,1
Meena Choudhary,36,1058453,657,Salaried,0.28,150446,60,3,1,Married,Postgraduate,0
Manoj Gupta,39,1488617,714,Government,0.22,183238,48,5,0,Married,Undergraduate,0
Karan Kadam,27,311999,689,Salaried,0.38,83088,12,5,0,Single,Graduate,0
Radhika Sharma,39,1127465,711,Government,0.45,190178,36,1,1,Single,Undergraduate,0
Sakshi Yadav,45,392144,723,Salaried,0.16,134213,36,7,0,Single,Postgraduate,0
Sunil Reddy,57,420444,737,Self-employed,0.59,128199,48,4,0,Married,Postgraduate,1
Sanjay Pawar,43,393442,683,Salaried,0.31,42196,72,0,0,Single,Graduate,0
Rohit Iyer,21,432418,618,Government,0.38,151938,24,7,2,Married,Undergraduate,1
Sanjay Kapoor,37,1065878,709,Business,0.52,313408,72,2,1,Married,Postgraduate,1
Vivek Dubey,38,392598,794,Salaried,0.19,173524,60,4,0,Married,Graduate,0
Sanjay More,31,440100,820,Salaried,0.11,93456,72,1,0,Single,Undergraduate,0
Riya Kulkarni,24,676180,500,Salaried,0.58,85621,12,0,1,Single,Undergraduate,1
Amit Iyer,33,317536,656,Salaried,0.6,102762,24,4,0,Single,Postgraduate,1
Karan Mishra,48,322003,584,Salaried,0.29,41050,24,5,3,Married,Graduate,1
Sneha Yadav,30,414589,726,Business,0.29,179329,36,7,0,Married,Postgraduate,0
Karan Shinde,32,400013,679,Self-employed,0.5,163654,24,6,1,Single,Postgraduate,1
Aditya Tripathi,48,544337,740,Self-employed,0.36,84987,36,4,0,Married,Undergraduate,0
Harsh Kulkarni,41,618050,606,Self-employed,0.29,225584,60,6,2,Single,Postgraduate,1
Mahesh Sharma,38,493362,723,Government,0.43,224800,60,4,0,Married,Undergraduate,0
Vikram Choudhary,49,979289,700,Salaried,0.25,260479,72,2,1,Single,Postgraduate,0
Mahesh Bhosale,48,200000,711,Business,0.53,89491,72,1,1,Single,Undergraduate,1
Harsh Patel,22,534795,808,Business,0.39,82069,12,2,0,Single,Graduate,0
Vivek Verma,40,740655,627,Salaried,0.45,152297,12,5,3,Married,Undergraduate,1
Harsh Thakur,43,217291,768,Business,0.23,38323,12,1,0,Married,Postgraduate,0
Harsh Saxena,43,232543,729,Self-employed,0.33,114718,60,7,0,Single,Undergraduate,0
Shruti Chatterjee,40,503944,636,Salaried,0.28,137545,24,0,1,Single,Graduate,1
Harsh Yadav,31,565672,636,Self-employed,0.43,129658,60,7,2,Married,Postgraduate,1
Rohit Thakur,35,375223,738,Unemployed,0.55,187034,60,5,0,Single,Undergraduate,1
Varun Pandey,37,365368,727,Self-employed,0.58,157349,24,3,0,Single,Graduate,1
Vikram Kadam,43,790720,615,Salaried,0.5,350454,48,4,3,Single,Postgraduate,1
Vikram Kadam,24,391585,676,Business,0.49,127841,48,6,1,Married,Undergraduate,1
Deepak Thakur,33,242643,735,Business,0.11,98450,12,1,0,Single,Postgraduate,0
Ankita Jadhav,24,771954,682,Business,0.1,366960,36,4,0,Single,Undergraduate,0
Aditya Jadhav,23,200000,561,Salaried,0.13,71065,60,2,3,Married,Undergraduate,1
Amit Singh,26,542711,812,Government,0.53,136573,48,1,0,Single,Postgraduate,1
Priya Jadhav,53,531694,511,Salaried,0.21,264917,60,3,2,Single,Graduate,1
Preeti Pawar,46,582251,735,Government,0.13,164139,48,1,0,Married,Postgraduate,0
Sunil Mane,50,707229,651,Business,0.16,332410,24,3,0,Single,Undergraduate,0
Radhika Singh,36,346910,808,Salaried,0.51,92115,72,7,0,Single,Postgraduate,1
Radhika Yadav,38,362633,825,Salaried,0.43,157726,60,5,0,Single,Graduate,0
Preeti Singh,36,362089,520,Business,0.44,168040,36,3,2,Single,Postgraduate,1
Karan Thakur,21,254844,654,Self-employed,0.39,53722,60,3,1,Single,Undergraduate,0
Ankit Iyer,52,971415,642,Salaried,0.12,261635,36,5,1,Single,Undergraduate,1
Arjun Nair,33,704881,700,Salaried,0.54,256307,36,6,1,Married,Undergraduate,1
Sakshi Patel,41,295919,751,Unemployed,0.6,33146,24,1,0,Single,Postgraduate,1
Meena Sawant,28,682255,808,Government,0.41,324964,72,4,0,Married,Graduate,0
Varun Choudhary,33,347210,707,Self-employed,0.57,46540,48,2,1,Single,Graduate,1
Sunil Verma,38,404988,556,Government,0.23,56856,12,3,3,Single,Postgraduate,1
Komal Nair,21,351017,630,Salaried,0.25,67747,24,3,2,Married,Undergraduate,1
Rohit Chavan,45,301041,576,Salaried,0.44,37637,12,4,2,Single,Postgraduate,1
Nitin Verma,31,522318,750,Salaried,0.18,69517,24,1,0,Married,Undergraduate,0
Anjali Patel,31,577586,747,Business,0.41,93795,36,7,0,Married,Postgraduate,0
Asha Shinde,36,1700642,707,Salaried,0.24,501916,48,0,0,Single,Postgraduate,0
Suresh Sawant,24,200000,648,Business,0.51,24558,24,7,2,Married,Postgraduate,1
Komal Sawant,52,376765,826,Salaried,0.49,167615,24,6,0,Single,Graduate,1
Riya Sawant,43,944495,708,Business,0.57,100427,24,4,1,Married,Postgraduate,1
Ankita Dubey,56,363465,827,Salaried,0.43,53358,24,7,0,Single,Undergraduate,0
Neha Sawant,40,200000,606,Self-employed,0.33,80995,48,5,1,Married,Undergraduate,1
Sunil Patil,52,459153,767,Government,0.3,224109,60,7,0,Married,Postgraduate,0
Asha Malhotra,35,925849,586,Business,0.17,304003,72,3,1,Married,Graduate,1
Deepak Sawant,25,309426,715,Salaried,0.24,145693,12,7,0,Single,Undergraduate,0
Nitin Iyer,30,254630,697,Salaried,0.29,106713,72,2,1,Married,Postgraduate,0
Shruti Bhosale,36,289975,712,Salaried,0.19,107031,72,0,0,Married,Graduate,0
Sakshi Saxena,39,542695,655,Business,0.22,111414,60,4,0,Married,Graduate,0
Sunil Patil,37,533710,788,Business,0.18,151215,72,6,0,Single,Undergraduate,0
Meena Sawant,41,321854,605,Business,0.22,154297,72,6,2,Married,Undergraduate,1
Mahesh Malhotra,42,484466,714,Self-employed,0.1,198149,24,4,1,Single,Postgraduate,0
Neha Bhosale,48,878576,728,Salaried,0.36,335293,12,4,0,Single,Undergraduate,0
Isha Nair,29,885731,649,Salaried,0.12,161007,12,6,1,Single,Undergraduate,1
Divya Tripathi,38,1476262,697,Business,0.56,448697,60,6,0,Single,Graduate,1
Sunil Dubey,21,1047951,657,Business,0.11,293023,60,0,1,Single,Postgraduate,0
Priya Pandey,37,501114,608,Self-employed,0.24,84887,72,0,3,Single,Postgraduate,1
Preeti Mane,30,829496,637,Unemployed,0.49,161563,24,4,1,Single,Postgraduate,1
Divya Nair,38,641413,689,Salaried,0.29,81116,48,4,0,Married,Graduate,0
Ankita Pandey,35,845713,622,Business,0.27,94754,36,2,2,Single,Undergraduate,1
Komal Pandey,42,569607,695,Self-employed,0.23,196278,60,2,1,Single,Graduate,0
Radhika More,43,352297,608,Government,0.24,170985,48,3,2,Single,Graduate,1
Vivek Menon,44,726235,763,Salaried,0.41,360244,48,1,0,Single,Undergraduate,0
Karan Singh,27,355531,748,Self-employed,0.14,176584,72,0,0,Single,Graduate,0
Shruti Kadam,30,609405,664,Government,0.13,83454,12,7,1,Single,Undergraduate,0
Aditya Deshmukh,24,513597,675,Salaried,0.35,102032,24,5,1,Married,Postgraduate,0
Vikram Mishra,39,808549,742,Business,0.48,267756,12,2,0,Single,Graduate,1
Ankita Nair,28,372008,768,Salaried,0.22,143910,60,6,0,Married,Graduate,0
Shruti Jadhav,33,386512,727,Government,0.45,80646,72,0,0,Single,Postgraduate,0
Radhika Pandey,36,459775,761,Salaried,0.51,77857,36,4,0,Married,Postgraduate,1
Sakshi Patil,37,200000,701,Government,0.35,43995,60,3,0,Married,Graduate,0
Vikram Jadhav,22,392711,689,Salaried,0.55,93301,36,6,0,Married,Postgraduate,1
Aditya Shinde,24,580554,695,Government,0.51,189633,60,6,1,Single,Postgraduate,1
Sanjay Tripathi,32,679870,717,Government,0.15,224862,72,6,0,Married,Graduate,0
Arjun Reddy,40,944297,728,Salaried,0.12,343239,12,3,0,Single,Undergraduate,0
Amit Patil,39,376481,734,Salaried,0.38,74730,24,3,0,Married,Undergraduate,0
Kavita Chavan,42,428057,716,Salaried,0.27,51426,48,3,0,Married,Undergraduate,0
Nisha Malhotra,30,1136931,724,Self-employed,0.23,376384,12,5,0,Single,Undergraduate,0
Kavita Pawar,21,507169,715,Salaried,0.14,232462,12,7,1,Married,Graduate,0
Priya Joshi,23,488289,644,Salaried,0.56,159316,36,5,3,Single,Undergraduate,1
Tanvi Dubey,45,496183,593,Salaried,0.48,204726,12,6,1,Married,Graduate,1
Radhika Deshmukh,29,495265,826,Government,0.57,111296,36,5,0,Married,Postgraduate,1
Priya Bhosale,21,555017,601,Salaried,0.59,180311,24,5,2,Single,Graduate,1
Ankita Iyer,33,310742,701,Salaried,0.57,113331,12,0,0,Married,Graduate,1
Radhika Kadam,25,632417,516,Salaried,0.3,274125,60,7,1,Single,Graduate,1
Deepak Chavan,44,412236,674,Business,0.48,128891,24,7,1,Single,Undergraduate,1
Ankita Saxena,40,281612,623,Business,0.24,90828,60,7,2,Single,Undergraduate,1
Priya Jadhav,30,338040,828,Salaried,0.15,76761,72,6,0,Single,Graduate,0
